web-scraper-order,web-scraper-start-url,type_habits,prix,adresse,img_link-src
"1739371613-372","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements pour bébé","400CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1491193_uploaded_image1_1579191536.91.png"
"1739371613-373","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble Fille","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468508_uploaded_image1_1578838451.05.png"
"1739371616-374","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136726_uploaded_image1_1589868290.jpg"
"1739371616-375","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136720_uploaded_image1_1589868244.jpg"
"1739371616-376","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136716_uploaded_image1_1589868188.jpg"
"1739371616-377","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe de cérémonie enfant","6 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135808_uploaded_image1_1589842052.jpg"
"1739371616-378","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe de cérémonie enfant","10 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135575_uploaded_image1_1589839307.jpg"
"1739371616-379","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe de cérémonie enfant","7 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135558_uploaded_image1_1589839068.jpg"
"1739371616-380","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe de cérémonie enfant","7 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135538_uploaded_image1_1589838803.jpg"
"1739371616-381","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe en coton enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135504_uploaded_image1_1589838293.jpg"
"1739371616-382","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robes coton enfant","6 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135496_uploaded_image1_1589838190.jpg"
"1739371616-383","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe en coton enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135490_uploaded_image1_1589838120.jpg"
"1739371616-384","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe en coton enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135481_uploaded_image1_1589838043.jpg"
"1739371616-385","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135475_uploaded_image1_1589837962.jpg"
"1739371616-386","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfants fait main","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2134538_uploaded_image1_1589822555.jpg"
"1739371616-387","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Ensemble enfant","12 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133600_uploaded_image1_1589810793.jpg"
"1739371616-388","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Ensemble pantalon & tee-shirt","12 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133467_uploaded_image1_1589808819.jpg"
"1739371616-389","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfants","10 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133033_uploaded_image1_1589804179.jpg"
"1739371616-390","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Ensemble culotte","5 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126589_uploaded_image1_1589696412.jpg"
"1739371616-391","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126541_uploaded_image1_1589695915.jpg"
"1739371616-392","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126532_uploaded_image1_1589695794.jpg"
"1739371616-393","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements  enfant","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126529_uploaded_image1_1589695742.jpg"
"1739371616-394","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126522_uploaded_image1_1589695660.jpg"
"1739371616-395","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125952_uploaded_image1_1589678069.jpg"
"1739371616-396","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125951_uploaded_image1_1589678021.jpg"
"1739371616-397","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125948_uploaded_image1_1589677959.jpg"
"1739371616-398","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125947_uploaded_image1_1589677921.jpg"
"1739371616-399","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","T-Shirt - Short","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125943_uploaded_image1_1589677839.jpg"
"1739371616-400","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125892_uploaded_image1_1589676708.jpg"
"1739371616-401","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","T-shirts 100% coton","5 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2124862_uploaded_image1_1589655764.jpg"
"1739371616-402","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robes","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2122740_uploaded_image1_1589625434.jpg"
"1739371616-403","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121714_uploaded_image1_1589608443.jpg"
"1739371616-404","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121710_uploaded_image1_1589608406.jpg"
"1739371616-405","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements pour enfants","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121709_uploaded_image1_1589608369.jpg"
"1739371616-406","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121705_uploaded_image1_1589608320.jpg"
"1739371616-407","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2120842_uploaded_image1_1589586119.jpg"
"1739371616-408","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Pantalon pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2120840_uploaded_image1_1589586074.jpg"
"1739371616-409","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Polo pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2120830_uploaded_image1_1589585958.jpg"
"1739371616-410","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robes","12 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2112935_uploaded_image1_1589474288.jpg"
"1739371616-411","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Tenue traditionnelle","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2112761_uploaded_image1_1589472281.15.jpeg"
"1739371616-412","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements  enfants","20 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2110260_uploaded_image1_1589447276.jpg"
"1739371616-413","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtement enfant","15 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2110256_uploaded_image1_1589447241.jpg"
"1739371616-414","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Complet enfant","15 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2110252_uploaded_image1_1589447206.jpg"
"1739371616-415","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","World classe Vêtements enfants","40 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2109272_uploaded_image1_1589430115.jpg"
"1739371616-416","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements pour enfants","25 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2102512_uploaded_image1_1589320644.jpg"
"1739371616-417","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","vêtements de classe pour bébé","16 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2099466_uploaded_image1_1589281936.jpg"
"1739371616-418","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Caleçon pour enfants","7 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2097474_uploaded_image1_1589248311.jpg"
"1739371616-419","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2096621_uploaded_image1_1589230804.07.jpeg"
"1739371616-420","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Qamis pour petit","10 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2090969_uploaded_image1_1589145852.jpg"
"1739371616-421","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Slip enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2087466_uploaded_image1_1589080473.jpg"
"1739371616-422","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements bébé","2 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2087136_uploaded_image1_1589072240.jpg"
"1739371616-423","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Tenu traditionnel enfant","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2075122_uploaded_image1_1588877022.18.jpeg"
"1739371616-424","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Ensemble pour garçon","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2074826_uploaded_image1_1588873875.59.jpeg"
"1739371616-425","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2068470_uploaded_image1_1588787535.jpg"
"1739371616-426","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Tuniques enfant","20 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2066977_uploaded_image1_1588770353.jpg"
"1739371616-427","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Transats pour bébé","40 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2059938_uploaded_image1_1588675266.74.jpeg"
"1739371616-428","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2054142_uploaded_image1_1588591769.jpg"
"1739371616-429","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Tuniques enfants","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2051266_uploaded_image1_1588537693.14.jpeg"
"1739371616-430","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2050296_uploaded_image1_1588522493.jpg"
"1739371616-431","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robes","15 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2045971_uploaded_image1_1588443944.jpg"
"1739371616-432","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2044629_uploaded_image1_1588426459.jpg"
"1739371616-433","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2044622_uploaded_image1_1588426381.jpg"
"1739371616-434","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robes enfant fait main","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2041432_uploaded_image1_1588364804.jpg"
"1739371616-435","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2039586_uploaded_image1_1588336839.jpg"
"1739371616-436","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtement enfant","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2038808_uploaded_image1_1588327063.jpg"
"1739371616-437","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtement enfant","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2038784_uploaded_image1_1588326759.jpg"
"1739371616-438","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Ensemble enfant","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033828_uploaded_image1_1588247617.46.jpeg"
"1739371616-439","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Ensemble bébé 5 pièces","8 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033818_uploaded_image1_1588247504.65.jpeg"
"1739371616-440","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033801_uploaded_image1_1588247342.86.jpeg"
"1739371616-441","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033791_uploaded_image1_1588247233.69.jpeg"
"1739371616-442","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Slip pour enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2029473_uploaded_image1_1588177963.jpg"
"1739371616-443","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe Enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2025745_uploaded_image1_1588137671.jpg"
"1739371616-444","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robes enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2025042_uploaded_image1_1588113458.97.jpeg"
"1739371616-445","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robe enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2021987_uploaded_image1_1588076836.jpg"
"1739371616-446","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robes pour enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2017027_uploaded_image1_1587998836.jpg"
"1739371616-447","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","2 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_2013703_uploaded_image1_1587951378.jpg"
"1739371616-448","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Bonnets pour enfant","2 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2007169_uploaded_image1_1587822850.26.jpeg"
"1739371616-449","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Ensemble avec bâ","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1998886_uploaded_image1_1587701271.jpg"
"1739371616-450","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Bonnet pour bébé","2 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1998881_uploaded_image1_1587700554.jpg"
"1739371616-451","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","12 slips pour enfant","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1996790_uploaded_image1_1587662462.87.jpeg"
"1739371616-452","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Couche culotte softcare","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1985053_uploaded_image1_1587488603.71.jpeg"
"1739371616-453","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Vêtements enfants","Prix sur demande","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_1980838_uploaded_image1_1587422523.jpg"
"1739371616-454","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Body Enfants Carters - Lot de 4","8 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_1975489_uploaded_image1_1587346902.19.jpeg"
"1739371616-455","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Calçon pour enfant  original","5 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_1973167_uploaded_image1_1587307834.22.jpeg"
"1739371616-456","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Slip pour enfant","8 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1959520_uploaded_image1_1587095120.04.jpeg"
"1739371616-457","https://sn.coinafrique.com/categorie/vetements-enfants?page=16","Robes","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1956418_uploaded_image1_1587046193.06.jpeg"
"1739371619-458","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Ensemble Habits enfant - 11 pièces","15 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2251207_uploaded_image1_1591658924.jpg"
"1739371619-459","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Vêtements enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2250465_uploaded_image1_1591649425.jpg"
"1739371619-460","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Vêtement Ensemble 4 pièces","10 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_2243264_uploaded_image1_1591543391.jpg"
"1739371619-461","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Ensemble Shorts","15 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2238880_uploaded_image1_1591454589.jpg"
"1739371619-462","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Slip pour enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2230573_uploaded_image1_1591323873.jpg"
"1739371619-463","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Robes Enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2229173_uploaded_image1_1591297708.jpg"
"1739371619-464","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217861_uploaded_image1_1591140790.jpg"
"1739371619-465","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Robe pour enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217854_uploaded_image1_1591140707.jpg"
"1739371619-466","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Habits pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217851_uploaded_image1_1591140669.jpg"
"1739371619-467","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Habits pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217841_uploaded_image1_1591140591.jpg"
"1739371619-468","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217836_uploaded_image1_1591140533.jpg"
"1739371619-469","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Habits pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217833_uploaded_image1_1591140499.jpg"
"1739371619-470","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Habits pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217826_uploaded_image1_1591140452.jpg"
"1739371619-471","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Habits pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2217825_uploaded_image1_1591140416.jpg"
"1739371619-472","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Short en jeans","1 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2215192_uploaded_image1_1591108804.jpg"
"1739371619-473","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Vêtement enfant","Prix sur demande","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2214842_uploaded_image1_1591105774.jpg"
"1739371619-474","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Bambinerie","Prix sur demande","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2214815_uploaded_image1_1591105408.jpg"
"1739371619-475","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Slip pour enfant","7 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2205828_uploaded_image1_1590964036.jpg"
"1739371619-476","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Complet bébé","3 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2202769_uploaded_image1_1590917752.83.jpeg"
"1739371619-477","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2201848_uploaded_image1_1590884374.jpg"
"1739371619-478","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Vêtements enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2201847_uploaded_image1_1590884339.jpg"
"1739371619-479","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2201843_uploaded_image1_1590884302.jpg"
"1739371619-480","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Vêtements pour enfants de 1 à 15ans","6 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2200124_uploaded_image1_1590854403.jpg"
"1739371619-481","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Ensemble vêtements enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196576_uploaded_image1_1590797294.jpg"
"1739371619-482","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Ensemble enfant","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196574_uploaded_image1_1590797255.jpg"
"1739371619-483","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Ensemble vêtements enfant","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196573_uploaded_image1_1590797228.jpg"
"1739371619-484","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Ensemble vêtements enfant","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196570_uploaded_image2_1590797203.jpeg"
"1739371619-485","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Vêtements enfants","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196569_uploaded_image1_1590797177.jpg"
"1739371619-486","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Robe","3 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196473_uploaded_image1_1590795934.jpg"
"1739371619-487","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Robe fille","3 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196469_uploaded_image1_1590795904.jpg"
"1739371619-488","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Robe fille","3 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196466_uploaded_image1_1590795872.jpg"
"1739371619-489","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196462_uploaded_image1_1590795834.jpg"
"1739371619-490","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Ensemble pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196460_uploaded_image1_1590795797.jpg"
"1739371619-491","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196455_uploaded_image1_1590795758.jpg"
"1739371619-492","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Ensemble pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196452_uploaded_image1_1590795726.jpg"
"1739371619-493","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Ensemble t-shirt + culotte","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196450_uploaded_image1_1590795691.jpg"
"1739371619-494","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Ensemble t-shirt + culotte","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196448_uploaded_image1_1590795659.jpg"
"1739371619-495","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2196443_uploaded_image1_1590795614.jpg"
"1739371619-496","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Robe enfant","10 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2190410_uploaded_image1_1590716786.jpg"
"1739371619-497","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Robes pour enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2189919_uploaded_image1_1590707822.jpg"
"1739371619-498","https://sn.coinafrique.com/categorie/vetements-enfants?page=15","Chemises enfants","3 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2189914_uploaded_image1_1590707777.jpg"
