web-scraper-order,web-scraper-start-url,type_habits,prix,adresse,img_link-src
"1739371602-1","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Ensemble fille","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_760599_uploaded_image1_1563527651.42.png"
"1739371602-2","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe avec petite traîne","12 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_760597_uploaded_image1_1563527596.64.png"
"1739371602-3","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe enfant","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_760595_uploaded_image1_1563527531.24.png"
"1739371602-4","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Joggings filles","3 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_760586_uploaded_image1_1563527322.48.png"
"1739371602-5","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robes toute mimi pour enfants","10 000CFA","Sénégal","https://images.coinafrique.com/thumb_afrikannonce_1011525_uploaded_image1_1569956572.46.jpg"
"1739371602-6","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe brodée enfant","12 000CFA","Sénégal","https://images.coinafrique.com/thumb_afrikannonce_1011523_uploaded_image1_1569956567.47.jpg"
"1739371602-7","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Jolies robes en wax","8 000CFA","Sénégal","https://images.coinafrique.com/thumb_afrikannonce_1011524_uploaded_image1_1569956569.73.jpg"
"1739371602-8","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Costume enfant","20 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_752448_uploaded_image1_1563350256.56.png"
"1739371602-9","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Blouson enfant","18 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_752408_uploaded_image1_1563349196.32.png"
"1739371602-10","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Grenouillère - Ensemble Femme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_740349_uploaded_image1_1562956490.71.png"
"1739371602-11","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Robe pour enfant","35 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_739801_uploaded_image1_1562946241.61.png"
"1739371602-12","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Couches et vêtements enfants","8 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_735868_uploaded_image1_1562861740.96.png"
"1739371602-13","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Costume enfant","20 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_735207_uploaded_image1_1562852018.04.png"
"1739371602-14","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Abaya enfant 2 ans - 5 ans","18 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_727626_uploaded_image1_1562678215.71.png"
"1739371602-15","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Abaya enfant Spéciale Tabaski","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_725848_uploaded_image1_1562624169.32.png"
"1739371602-16","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724146_uploaded_image1_1562589336.01.png"
"1739371602-17","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724143_uploaded_image1_1562589274.19.png"
"1739371602-18","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724138_uploaded_image1_1562589114.05.png"
"1739371602-19","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724135_uploaded_image1_1562589070.16.png"
"1739371602-20","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724130_uploaded_image1_1562588990.25.png"
"1739371602-21","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724128_uploaded_image1_1562588912.66.png"
"1739371602-22","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724122_uploaded_image1_1562588821.84.png"
"1739371602-23","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724115_uploaded_image1_1562588760.4.png"
"1739371602-24","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724113_uploaded_image1_1562588710.7.png"
"1739371602-25","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724109_uploaded_image1_1562588631.85.png"
"1739371602-26","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724102_uploaded_image1_1562588582.95.png"
"1739371602-27","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724091_uploaded_image1_1562588225.16.png"
"1739371602-28","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724081_uploaded_image1_1562588040.19.png"
"1739371602-29","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenues enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724072_uploaded_image1_1562587876.78.png"
"1739371602-30","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenues enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724060_uploaded_image1_1562587746.67.png"
"1739371602-31","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue Enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724057_uploaded_image1_1562587700.41.png"
"1739371602-32","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724054_uploaded_image1_1562587650.41.png"
"1739371602-33","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724052_uploaded_image1_1562587604.4.png"
"1739371602-34","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Tenue enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724047_uploaded_image1_1562587553.26.png"
"1739371602-35","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Ensemble pour enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724043_uploaded_image1_1562587503.48.png"
"1739371602-36","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Ensemble costume enfant","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_724000_uploaded_image1_1562587045.77.png"
"1739371602-37","https://sn.coinafrique.com/categorie/vetements-enfants?page=21","Ensemble costume enfant","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_723992_uploaded_image1_1562586931.16.png"
"1739371604-38","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","10 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_918127_uploaded_image1_1567809637.8.png"
"1739371604-39","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","21 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_918122_uploaded_image1_1567809516.5.png"
"1739371604-40","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blouson enfant","16 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_915850_uploaded_image1_1567763636.38.png"
"1739371604-41","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_902731_uploaded_image1_1567471827.27.png"
"1739371604-42","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Langes bébé","7 000CFA","Patte d'Oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_902542_uploaded_image1_1567465870.43.png"
"1739371604-43","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Gigoteuse","10 000CFA","Sénégal","https://images.coinafrique.com/thumb_894885_uploaded_image1_1567205957.07.png"
"1739371604-44","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blouson enfant","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_892154_uploaded_image1_1567155680.4.png"
"1739371604-45","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_889084_uploaded_image1_1567081638.65.png"
"1739371604-46","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_889080_uploaded_image1_1567081597.59.png"
"1739371604-47","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_882774_uploaded_image1_1566929353.89.png"
"1739371604-48","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtement  bébé","6 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_882678_uploaded_image1_1566927510.43.png"
"1739371604-49","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Friperie 1er choix - Vêtements enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_874430_uploaded_image1_1566726381.32.png"
"1739371604-50","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Friperie de 1er choix - Vêtements enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_874424_uploaded_image1_1566726248.32.png"
"1739371604-51","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements Enfants - friperie de 1er choix","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_874422_uploaded_image1_1566726154.26.png"
"1739371604-52","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Friperie 1er choix - Vêtements enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_874418_uploaded_image1_1566726014.16.png"
"1739371604-53","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_874410_uploaded_image1_1566725903.03.png"
"1739371604-54","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Friperie de 1er choix","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_874399_uploaded_image1_1566725623.64.png"
"1739371604-55","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blouson pour enfant","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_859544_uploaded_image1_1566339969.44.png"
"1739371604-56","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_859540_uploaded_image1_1566339904.59.png"
"1739371604-57","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","8 000CFA","Sénégal","https://images.coinafrique.com/thumb_829029_uploaded_image1_1565382378.89.png"
"1739371604-58","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_821731_uploaded_image1_1565208424.68.png"
"1739371604-59","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Collection robes de Tabaski","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_814621_uploaded_image1_1565037683.29.png"
"1739371604-60","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blouson Enfant","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_809246_uploaded_image1_1564866370.7.png"
"1739371604-61","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robes bazin brodé - enfant","15 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_808557_uploaded_image1_1564848841.78.png"
"1739371604-62","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant - Bazin Getzner","20 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_808553_uploaded_image1_1564848715.66.png"
"1739371604-63","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe   Getzner  enfant","20 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_808545_uploaded_image1_1564848572.85.png"
"1739371604-64","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_803921_uploaded_image1_1564729928.32.png"
"1739371604-65","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble garçon","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_799559_uploaded_image1_1564591431.49.png"
"1739371604-66","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_799552_uploaded_image1_1564591269.56.png"
"1739371604-67","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe pour enfants","Prix sur demande","Petit-Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_799192_uploaded_image1_1564585177.98.png"
"1739371604-68","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robes pour enfant","Prix sur demande","Petit-Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_799190_uploaded_image1_1564585120.62.png"
"1739371604-69","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_794850_uploaded_image1_1564483781.69.png"
"1739371604-70","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Costume Enfant","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_789093_uploaded_image1_1564310873.21.png"
"1739371604-71","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Tenue enfant","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_780901_uploaded_image1_1564061950.08.png"
"1739371604-72","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble pour enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_780854_uploaded_image1_1564061441.75.png"
"1739371604-73","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble Biberon 5 Pièces de Garçons en Bleu - à partir de ...","1 900CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_777756_uploaded_image1_1563987300.49.png"
"1739371604-74","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777530_uploaded_image1_1563983540.87.png"
"1739371604-75","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777518_uploaded_image1_1563983306.57.png"
"1739371604-76","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777499_uploaded_image1_1563983051.01.png"
"1739371604-77","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe fillette","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777479_uploaded_image1_1563982898.84.png"
"1739371604-78","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe fillette","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777474_uploaded_image1_1563982835.05.png"
"1739371604-79","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777469_uploaded_image1_1563982780.11.png"
"1739371604-80","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777455_uploaded_image1_1563982643.5.png"
"1739371604-81","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777414_uploaded_image1_1563982287.77.png"
"1739371604-82","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements pour enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777403_uploaded_image1_1563982192.33.png"
"1739371604-83","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777221_uploaded_image1_1563980200.54.png"
"1739371604-84","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe petite fille","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777193_uploaded_image1_1563979627.11.png"
"1739371604-85","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777133_uploaded_image1_1563978827.04.png"
"1739371604-86","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777129_uploaded_image1_1563978782.04.png"
"1739371604-87","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777120_uploaded_image1_1563978720.19.png"
"1739371604-88","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777117_uploaded_image1_1563978670.23.png"
"1739371604-89","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777111_uploaded_image1_1563978617.41.png"
"1739371604-90","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777045_uploaded_image1_1563977929.01.png"
"1739371604-91","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777036_uploaded_image1_1563977800.29.png"
"1739371604-92","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777032_uploaded_image1_1563977727.75.png"
"1739371604-93","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777027_uploaded_image1_1563977675.97.png"
"1739371604-94","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777023_uploaded_image1_1563977622.42.png"
"1739371604-95","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777019_uploaded_image1_1563977556.39.png"
"1739371604-96","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777015_uploaded_image1_1563977489.37.png"
"1739371604-97","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777013_uploaded_image1_1563977453.51.png"
"1739371604-98","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_777011_uploaded_image1_1563977395.81.png"
"1739371604-99","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_776960_uploaded_image1_1563976874.21.png"
"1739371604-100","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_776951_uploaded_image1_1563976809.34.png"
"1739371604-101","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_776102_uploaded_image1_1563966374.5.png"
"1739371604-102","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_776078_uploaded_image1_1563965884.05.png"
"1739371604-103","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_776065_uploaded_image1_1563965793.55.png"
"1739371604-104","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_774845_uploaded_image1_1563929744.94.png"
"1739371604-105","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robes pour enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_774840_uploaded_image1_1563929589.59.png"
"1739371604-106","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements bébé","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_774806_uploaded_image1_1563928347.37.png"
"1739371604-107","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements bébé","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_774803_uploaded_image1_1563928268.84.png"
"1739371604-108","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habillement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_772978_uploaded_image1_1563889449.35.png"
"1739371604-109","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_772928_uploaded_image1_1563888978.63.png"
"1739371604-110","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_772900_uploaded_image1_1563888684.79.png"
"1739371604-111","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Tee-shirt","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_772515_uploaded_image1_1563884937.81.png"
"1739371604-112","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robes enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_770101_uploaded_image1_1563822944.92.png"
"1739371604-113","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robes","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_766924_uploaded_image1_1563733037.86.png"
"1739371604-114","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Costume enfant","20 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_766156_uploaded_image1_1563699576.64.png"
"1739371604-115","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Costume Enfant","20 000CFA","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_766149_uploaded_image1_1563699401.63.png"
"1739371604-116","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_765642_uploaded_image1_1563665910.22.png"
"1739371604-117","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Djellaba Enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_765640_uploaded_image1_1563665850.78.png"
"1739371604-118","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Djellaba Enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_765637_uploaded_image1_1563665776.21.png"
"1739371604-119","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_762906_uploaded_image1_1563574544.52.png"
"1739371604-120","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe avec sacoche","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_760606_uploaded_image1_1563527782.19.png"
"1739371604-121","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble chic pour bébé","10 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_760600_uploaded_image1_1563527705.83.png"
"1739371607-122","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Complet enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1213516_uploaded_image1_1574057003.71.png"
"1739371607-123","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Habits enfants","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_1213509_uploaded_image1_1574056903.27.png"
"1739371607-124","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1207842_uploaded_image1_1573908906.94.png"
"1739371607-125","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1207827_uploaded_image1_1573908754.13.png"
"1739371607-126","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Ensemble enfant","15 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1204362_uploaded_image1_1573832164.18.png"
"1739371607-127","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Ensemble veste - enfant","17 500CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1204350_uploaded_image1_1573832159.93.png"
"1739371607-128","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Blousons enfants","15 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_1181045_uploaded_image1_1573426145.72.png"
"1739371607-129","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Robes  filles","10 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_1174277_uploaded_image1_1573245424.6.png"
"1739371607-130","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Pulls pour enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1169786_uploaded_image1_1573164546.67.png"
"1739371607-131","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Robe  enfant","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1169730_uploaded_image1_1573162473.44.png"
"1739371607-132","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements pour enfants et adultes","5 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_1164929_uploaded_image1_1573080199.92.png"
